owner,control,device,type,css,expected,status,detail
archive-posts,button_background_hover_size_mobile,mobile,select,background-size,auto,verified,
archive-posts,button_background_hover_size_tablet,tablet,select,background-size,auto,verified,
archive-posts,button_background_hover_slideshow_background_position,,select,background-position,center center,verified,
archive-posts,button_background_hover_slideshow_background_position_mobile,mobile,select,background-position,center center,verified,
archive-posts,button_background_hover_slideshow_background_position_tablet,tablet,select,background-position,center center,verified,
archive-posts,button_background_hover_slideshow_background_size,,select,background-size,auto,verified,
archive-posts,button_background_hover_slideshow_background_size_mobile,mobile,select,background-size,auto,verified,
archive-posts,button_background_hover_slideshow_background_size_tablet,tablet,select,background-size,auto,verified,
archive-posts,button_background_hover_video_fallback,,media,background|background-size,https://example.com/eh-sweep-probe.png,verified,
archive-posts,button_background_hover_xpos,,slider,background-position,35px,verified,
archive-posts,button_background_hover_xpos_mobile,mobile,slider,background-position,411px,verified,
archive-posts,button_background_hover_xpos_tablet,tablet,slider,background-position,53px,verified,
archive-posts,button_background_hover_ypos,,slider,background-position,799px,verified,
archive-posts,button_background_hover_ypos_mobile,mobile,slider,background-position,947px,verified,
archive-posts,button_background_hover_ypos_tablet,tablet,slider,background-position,686px,verified,
archive-posts,button_box_shadow_box_shadow,,box_shadow,box-shadow,#A33C86,verified,
archive-posts,button_hover_border_color,,color,border-color,#5A7F59,verified,
archive-posts,button_hover_box_shadow_box_shadow,,box_shadow,box-shadow,#7A997F,verified,
archive-posts,button_hover_transition_duration,,slider,transition-duration,459s,verified,
archive-posts,button_text_color,,color,fill|color,#4174B6,verified,
archive-posts,content_align,,choose,justify-content,start,verified,
archive-posts,content_align_mobile,mobile,choose,justify-content,start,verified,
archive-posts,content_align_tablet,tablet,choose,justify-content,start,verified,
archive-posts,hover_color,,color,color|fill,#6DC9C0,verified,
archive-posts,icon_align,,choose,flex-direction,row,verified,
archive-posts,icon_indent,,slider,gap,887px,verified,
archive-posts,load_more_no_posts_message_align,,choose,--load-more-message-alignment,left,verified,
archive-posts,load_more_no_posts_message_align_mobile,mobile,choose,--load-more-message-alignment,left,verified,
archive-posts,load_more_no_posts_message_align_tablet,tablet,choose,--load-more-message-alignment,left,verified,
archive-posts,load_more_no_posts_message_color,,color,--load-more-message-color,#74B453,verified,
archive-posts,load_more_no_posts_message_font_family,,font,font-family,Roboto,verified,
archive-posts,load_more_no_posts_message_font_size,,slider,font-size,821px,verified,
archive-posts,load_more_no_posts_message_font_size_mobile,mobile,slider,font-size,910px,verified,
archive-posts,load_more_no_posts_message_font_size_tablet,tablet,slider,font-size,369px,verified,
archive-posts,load_more_no_posts_message_font_style,,select,font-style,normal,verified,
archive-posts,load_more_no_posts_message_font_weight,,select,font-weight,100,verified,
archive-posts,load_more_no_posts_message_letter_spacing,,slider,letter-spacing,420px,verified,
archive-posts,load_more_no_posts_message_letter_spacing_mobile,mobile,slider,letter-spacing,328px,verified,
archive-posts,load_more_no_posts_message_letter_spacing_tablet,tablet,slider,letter-spacing,571px,verified,
archive-posts,load_more_no_posts_message_line_height,,slider,line-height,81px,verified,
archive-posts,load_more_no_posts_message_line_height_mobile,mobile,slider,line-height,582px,verified,
archive-posts,load_more_no_posts_message_line_height_tablet,tablet,slider,line-height,597px,verified,
archive-posts,load_more_no_posts_message_text_decoration,,select,text-decoration,underline,verified,
archive-posts,load_more_no_posts_message_text_transform,,select,text-transform,uppercase,verified,
archive-posts,load_more_no_posts_message_word_spacing,,slider,word-spacing,433px,verified,
archive-posts,load_more_no_posts_message_word_spacing_mobile,mobile,slider,word-spacing,688px,verified,
archive-posts,load_more_no_posts_message_word_spacing_tablet,tablet,slider,word-spacing,969px,verified,
archive-posts,load_more_spinner_color,,color,--load-more-spinner-color,#616F3A,verified,
archive-posts,motion_fx_transform_origin_x,,choose,--e-transform-origin-x,left,verified,
archive-posts,motion_fx_transform_origin_y,,choose,--e-transform-origin-y,top,verified,
archive-posts,motion_fx_transform_x_anchor_point,,choose,--e-transform-origin-x,left,verified,
archive-posts,motion_fx_transform_x_anchor_point_mobile,mobile,choose,--e-transform-origin-x,left,verified,
archive-posts,motion_fx_transform_x_anchor_point_tablet,tablet,choose,--e-transform-origin-x,left,verified,
archive-posts,motion_fx_transform_y_anchor_point,,choose,--e-transform-origin-y,top,verified,
archive-posts,motion_fx_transform_y_anchor_point_mobile,mobile,choose,--e-transform-origin-y,top,verified,
archive-posts,motion_fx_transform_y_anchor_point_tablet,tablet,choose,--e-transform-origin-y,top,verified,
archive-posts,nothing_found_color,,color,color,#39E4D7,verified,
archive-posts,nothing_found_typography_font_family,,font,font-family,Roboto,verified,
archive-posts,nothing_found_typography_font_size,,slider,font-size,742px,verified,
archive-posts,nothing_found_typography_font_size_mobile,mobile,slider,font-size,293px,verified,
archive-posts,nothing_found_typography_font_size_tablet,tablet,slider,font-size,638px,verified,
archive-posts,nothing_found_typography_font_style,,select,font-style,normal,verified,
archive-posts,nothing_found_typography_font_weight,,select,font-weight,100,verified,
archive-posts,nothing_found_typography_letter_spacing,,slider,letter-spacing,828px,verified,
archive-posts,nothing_found_typography_letter_spacing_mobile,mobile,slider,letter-spacing,219px,verified,
archive-posts,nothing_found_typography_letter_spacing_tablet,tablet,slider,letter-spacing,863px,verified,
archive-posts,nothing_found_typography_line_height,,slider,line-height,81px,verified,
archive-posts,nothing_found_typography_line_height_mobile,mobile,slider,line-height,48px,verified,
archive-posts,nothing_found_typography_line_height_tablet,tablet,slider,line-height,112px,verified,
archive-posts,nothing_found_typography_text_decoration,,select,text-decoration,underline,verified,
archive-posts,nothing_found_typography_text_transform,,select,text-transform,uppercase,verified,
archive-posts,nothing_found_typography_word_spacing,,slider,word-spacing,668px,verified,
archive-posts,nothing_found_typography_word_spacing_mobile,mobile,slider,word-spacing,568px,verified,
archive-posts,nothing_found_typography_word_spacing_tablet,tablet,slider,word-spacing,740px,verified,
archive-posts,pagination_active_color,,color,color,#546DC2,verified,
archive-posts,pagination_align,,choose,text-align,start,verified,
archive-posts,pagination_color,,color,color,#C3DBE1,verified,
archive-posts,pagination_hover_color,,color,color,#A869EC,verified,
archive-posts,pagination_spacing,,slider,margin-left|margin-right,17px,verified,
archive-posts,pagination_spacing_mobile,mobile,slider,margin-left|margin-right,910px,verified,
archive-posts,pagination_spacing_tablet,tablet,slider,margin-left|margin-right,841px,verified,
archive-posts,pagination_spacing_top,,slider,margin-top,931px,verified,
archive-posts,pagination_spacing_top_mobile,mobile,slider,margin-top,15px,verified,
archive-posts,pagination_spacing_top_tablet,tablet,slider,margin-top,133px,verified,
archive-posts,pagination_typography_font_family,,font,font-family,Roboto,verified,
archive-posts,pagination_typography_font_size,,slider,font-size,13px,verified,
archive-posts,pagination_typography_font_size_mobile,mobile,slider,font-size,172px,verified,
archive-posts,pagination_typography_font_size_tablet,tablet,slider,font-size,855px,verified,
archive-posts,pagination_typography_font_style,,select,font-style,normal,verified,
archive-posts,pagination_typography_font_weight,,select,font-weight,100,verified,
archive-posts,pagination_typography_letter_spacing,,slider,letter-spacing,344px,verified,
archive-posts,pagination_typography_letter_spacing_mobile,mobile,slider,letter-spacing,147px,verified,
archive-posts,pagination_typography_letter_spacing_tablet,tablet,slider,letter-spacing,629px,verified,
archive-posts,pagination_typography_line_height,,slider,line-height,310px,verified,
archive-posts,pagination_typography_line_height_mobile,mobile,slider,line-height,182px,verified,
archive-posts,pagination_typography_line_height_tablet,tablet,slider,line-height,135px,verified,
archive-posts,pagination_typography_text_decoration,,select,text-decoration,underline,verified,
archive-posts,pagination_typography_text_transform,,select,text-transform,uppercase,verified,
archive-posts,pagination_typography_word_spacing,,slider,word-spacing,322px,verified,
archive-posts,pagination_typography_word_spacing_mobile,mobile,slider,word-spacing,662px,verified,
archive-posts,pagination_typography_word_spacing_tablet,tablet,slider,word-spacing,198px,verified,
archive-posts,text_padding,,dimensions,padding,67px,verified,
archive-posts,text_padding_mobile,mobile,dimensions,padding,72px,verified,
archive-posts,text_padding_tablet,tablet,dimensions,padding,14px,verified,
archive-posts,text_shadow_text_shadow,,text_shadow,text-shadow,#3F6C4C,verified,
archive-posts,typography_font_family,,font,font-family,Roboto,verified,
archive-posts,typography_font_size,,slider,font-size,39px,verified,
archive-posts,typography_font_size_mobile,mobile,slider,font-size,135px,verified,
archive-posts,typography_font_size_tablet,tablet,slider,font-size,622px,verified,
archive-posts,typography_font_style,,select,font-style,normal,verified,
archive-posts,typography_font_weight,,select,font-weight,100,verified,
archive-posts,typography_letter_spacing,,slider,letter-spacing,902px,verified,
archive-posts,typography_letter_spacing_mobile,mobile,slider,letter-spacing,797px,verified,
archive-posts,typography_letter_spacing_tablet,tablet,slider,letter-spacing,625px,verified,
archive-posts,typography_line_height,,slider,line-height,148px,verified,
archive-posts,typography_line_height_mobile,mobile,slider,line-height,546px,verified,
archive-posts,typography_line_height_tablet,tablet,slider,line-height,904px,verified,
archive-posts,typography_text_decoration,,select,text-decoration,underline,verified,
archive-posts,typography_text_transform,,select,text-transform,uppercase,verified,
archive-posts,typography_word_spacing,,slider,word-spacing,651px,verified,
archive-posts,typography_word_spacing_mobile,mobile,slider,word-spacing,363px,verified,
archive-posts,typography_word_spacing_tablet,tablet,slider,word-spacing,397px,verified,
audio,_background_attachment,,select,background-attachment,scroll,verified,
