owner,control,type,tab,section,responsive,control_tier,owner_tier,default,options,condition,css,label
posts,classic_thumbnail_filters_blur,slider,style,classic_section_design_image,,pro,pro,"{""unit"":""px"",""size"":0,""sizes"":[]}",,"{""classic_thumbnail!"":""none"",""_skin"":""classic"",""classic_thumbnail_filters_css_filter!"":""""}",filter,Blur
posts,classic_thumbnail_filters_brightness,slider,style,classic_section_design_image,,pro,pro,"{""unit"":""px"",""size"":100,""sizes"":[]}",,"{""classic_thumbnail!"":""none"",""_skin"":""classic"",""classic_thumbnail_filters_css_filter!"":""""}",,Brightness
posts,classic_thumbnail_filters_contrast,slider,style,classic_section_design_image,,pro,pro,"{""unit"":""px"",""size"":100,""sizes"":[]}",,"{""classic_thumbnail!"":""none"",""_skin"":""classic"",""classic_thumbnail_filters_css_filter!"":""""}",,Contrast
posts,classic_thumbnail_filters_saturate,slider,style,classic_section_design_image,,pro,pro,"{""unit"":""px"",""size"":100,""sizes"":[]}",,"{""classic_thumbnail!"":""none"",""_skin"":""classic"",""classic_thumbnail_filters_css_filter!"":""""}",,Saturation
posts,classic_thumbnail_filters_hue,slider,style,classic_section_design_image,,pro,pro,"{""unit"":""px"",""size"":0,""sizes"":[]}",,"{""classic_thumbnail!"":""none"",""_skin"":""classic"",""classic_thumbnail_filters_css_filter!"":""""}",,Hue
posts,classic_thumbnail_hover_filters_css_filter,popover_toggle,style,classic_section_design_image,,pro,pro,,,"{""classic_thumbnail!"":""none"",""_skin"":""classic""}",,CSS Filters
posts,classic_thumbnail_hover_filters_blur,slider,style,classic_section_design_image,,pro,pro,"{""unit"":""px"",""size"":0,""sizes"":[]}",,"{""classic_thumbnail!"":""none"",""_skin"":""classic"",""classic_thumbnail_hover_filters_css_filter!"":""""}",filter,Blur
posts,classic_thumbnail_hover_filters_brightness,slider,style,classic_section_design_image,,pro,pro,"{""unit"":""px"",""size"":100,""sizes"":[]}",,"{""classic_thumbnail!"":""none"",""_skin"":""classic"",""classic_thumbnail_hover_filters_css_filter!"":""""}",,Brightness
posts,classic_thumbnail_hover_filters_contrast,slider,style,classic_section_design_image,,pro,pro,"{""unit"":""px"",""size"":100,""sizes"":[]}",,"{""classic_thumbnail!"":""none"",""_skin"":""classic"",""classic_thumbnail_hover_filters_css_filter!"":""""}",,Contrast
posts,classic_thumbnail_hover_filters_saturate,slider,style,classic_section_design_image,,pro,pro,"{""unit"":""px"",""size"":100,""sizes"":[]}",,"{""classic_thumbnail!"":""none"",""_skin"":""classic"",""classic_thumbnail_hover_filters_css_filter!"":""""}",,Saturation
posts,classic_thumbnail_hover_filters_hue,slider,style,classic_section_design_image,,pro,pro,"{""unit"":""px"",""size"":0,""sizes"":[]}",,"{""classic_thumbnail!"":""none"",""_skin"":""classic"",""classic_thumbnail_hover_filters_css_filter!"":""""}",,Hue
posts,classic_title_color,color,style,classic_section_design_content,,pro,pro,,,"{""_skin"":""classic"",""classic_show_title"":""yes""}",color,Color
posts,classic_title_typography_typography,popover_toggle,style,classic_section_design_content,,pro,pro,,,"{""_skin"":""classic"",""classic_show_title"":""yes""}",,Typography
posts,classic_title_typography_font_family,font,style,classic_section_design_content,,pro,pro,,,"{""_skin"":""classic"",""classic_title_typography_typography!"":"""",""classic_show_title"":""yes""}",font-family,Family
posts,classic_title_typography_font_size,slider,style,classic_section_design_content,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""_skin"":""classic"",""classic_title_typography_typography!"":"""",""classic_show_title"":""yes""}",font-size,Size
posts,classic_title_typography_font_weight,select,style,classic_section_design_content,,pro,pro,,"[100,200,300,400,500,600,700,800,900,"""",""normal"",""bold""]","{""_skin"":""classic"",""classic_title_typography_typography!"":"""",""classic_show_title"":""yes""}",font-weight,Weight
posts,classic_title_typography_text_transform,select,style,classic_section_design_content,,pro,pro,,"["""",""uppercase"",""lowercase"",""capitalize"",""none""]","{""_skin"":""classic"",""classic_title_typography_typography!"":"""",""classic_show_title"":""yes""}",text-transform,Transform
posts,classic_title_typography_font_style,select,style,classic_section_design_content,,pro,pro,,"["""",""normal"",""italic"",""oblique""]","{""_skin"":""classic"",""classic_title_typography_typography!"":"""",""classic_show_title"":""yes""}",font-style,Style
posts,classic_title_typography_text_decoration,select,style,classic_section_design_content,,pro,pro,,"["""",""underline"",""overline"",""line-through"",""none""]","{""_skin"":""classic"",""classic_title_typography_typography!"":"""",""classic_show_title"":""yes""}",text-decoration,Decoration
posts,classic_title_typography_line_height,slider,style,classic_section_design_content,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""_skin"":""classic"",""classic_title_typography_typography!"":"""",""classic_show_title"":""yes""}",line-height,Line Height
posts,classic_title_typography_letter_spacing,slider,style,classic_section_design_content,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""_skin"":""classic"",""classic_title_typography_typography!"":"""",""classic_show_title"":""yes""}",letter-spacing,Letter Spacing
posts,classic_title_typography_word_spacing,slider,style,classic_section_design_content,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""_skin"":""classic"",""classic_title_typography_typography!"":"""",""classic_show_title"":""yes""}",word-spacing,Word Spacing
posts,classic_text_stroke_text_stroke_type,popover_toggle,style,classic_section_design_content,,pro,pro,,,"{""_skin"":""classic""}",,Text Stroke
posts,classic_text_stroke_text_stroke,slider,style,classic_section_design_content,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""_skin"":""classic"",""classic_text_stroke_text_stroke_type!"":""""}",-webkit-text-stroke-width|stroke-width,Text Stroke
posts,classic_text_stroke_stroke_color,color,style,classic_section_design_content,,pro,pro,#000,,"{""_skin"":""classic"",""classic_text_stroke_text_stroke_type!"":""""}",-webkit-text-stroke-color|stroke,Stroke Color
posts,classic_title_spacing,slider,style,classic_section_design_content,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""_skin"":""classic"",""classic_show_title"":""yes""}",margin-bottom,Spacing
posts,classic_meta_color,color,style,classic_section_design_content,,pro,pro,,,"{""_skin"":""classic"",""classic_meta_data!"":[]}",color,Color
posts,classic_meta_separator_color,color,style,classic_section_design_content,,pro,pro,,,"{""_skin"":""classic"",""classic_meta_data!"":[]}",color,Separator Color
posts,classic_meta_typography_typography,popover_toggle,style,classic_section_design_content,,pro,pro,,,"{""_skin"":""classic"",""classic_meta_data!"":[]}",,Typography
posts,classic_meta_typography_font_family,font,style,classic_section_design_content,,pro,pro,,,"{""_skin"":""classic"",""classic_meta_typography_typography!"":"""",""classic_meta_data!"":[]}",font-family,Family
posts,classic_meta_typography_font_size,slider,style,classic_section_design_content,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""_skin"":""classic"",""classic_meta_typography_typography!"":"""",""classic_meta_data!"":[]}",font-size,Size
posts,classic_meta_typography_font_weight,select,style,classic_section_design_content,,pro,pro,,"[100,200,300,400,500,600,700,800,900,"""",""normal"",""bold""]","{""_skin"":""classic"",""classic_meta_typography_typography!"":"""",""classic_meta_data!"":[]}",font-weight,Weight
posts,classic_meta_typography_text_transform,select,style,classic_section_design_content,,pro,pro,,"["""",""uppercase"",""lowercase"",""capitalize"",""none""]","{""_skin"":""classic"",""classic_meta_typography_typography!"":"""",""classic_meta_data!"":[]}",text-transform,Transform
posts,classic_meta_typography_font_style,select,style,classic_section_design_content,,pro,pro,,"["""",""normal"",""italic"",""oblique""]","{""_skin"":""classic"",""classic_meta_typography_typography!"":"""",""classic_meta_data!"":[]}",font-style,Style
posts,classic_meta_typography_text_decoration,select,style,classic_section_design_content,,pro,pro,,"["""",""underline"",""overline"",""line-through"",""none""]","{""_skin"":""classic"",""classic_meta_typography_typography!"":"""",""classic_meta_data!"":[]}",text-decoration,Decoration
posts,classic_meta_typography_line_height,slider,style,classic_section_design_content,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""_skin"":""classic"",""classic_meta_typography_typography!"":"""",""classic_meta_data!"":[]}",line-height,Line Height
posts,classic_meta_typography_letter_spacing,slider,style,classic_section_design_content,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""_skin"":""classic"",""classic_meta_typography_typography!"":"""",""classic_meta_data!"":[]}",letter-spacing,Letter Spacing
posts,classic_meta_typography_word_spacing,slider,style,classic_section_design_content,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""_skin"":""classic"",""classic_meta_typography_typography!"":"""",""classic_meta_data!"":[]}",word-spacing,Word Spacing
posts,classic_meta_spacing,slider,style,classic_section_design_content,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""_skin"":""classic"",""classic_meta_data!"":[]}",margin-bottom,Spacing
posts,classic_excerpt_color,color,style,classic_section_design_content,,pro,pro,,,"{""_skin"":""classic"",""classic_show_excerpt"":""yes""}",color,Color
posts,classic_excerpt_typography_typography,popover_toggle,style,classic_section_design_content,,pro,pro,,,"{""_skin"":""classic"",""classic_show_excerpt"":""yes""}",,Typography
posts,classic_excerpt_typography_font_family,font,style,classic_section_design_content,,pro,pro,,,"{""_skin"":""classic"",""classic_excerpt_typography_typography!"":"""",""classic_show_excerpt"":""yes""}",font-family,Family
posts,classic_excerpt_typography_font_size,slider,style,classic_section_design_content,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""_skin"":""classic"",""classic_excerpt_typography_typography!"":"""",""classic_show_excerpt"":""yes""}",font-size,Size
posts,classic_excerpt_typography_font_weight,select,style,classic_section_design_content,,pro,pro,,"[100,200,300,400,500,600,700,800,900,"""",""normal"",""bold""]","{""_skin"":""classic"",""classic_excerpt_typography_typography!"":"""",""classic_show_excerpt"":""yes""}",font-weight,Weight
posts,classic_excerpt_typography_text_transform,select,style,classic_section_design_content,,pro,pro,,"["""",""uppercase"",""lowercase"",""capitalize"",""none""]","{""_skin"":""classic"",""classic_excerpt_typography_typography!"":"""",""classic_show_excerpt"":""yes""}",text-transform,Transform
posts,classic_excerpt_typography_font_style,select,style,classic_section_design_content,,pro,pro,,"["""",""normal"",""italic"",""oblique""]","{""_skin"":""classic"",""classic_excerpt_typography_typography!"":"""",""classic_show_excerpt"":""yes""}",font-style,Style
posts,classic_excerpt_typography_text_decoration,select,style,classic_section_design_content,,pro,pro,,"["""",""underline"",""overline"",""line-through"",""none""]","{""_skin"":""classic"",""classic_excerpt_typography_typography!"":"""",""classic_show_excerpt"":""yes""}",text-decoration,Decoration
posts,classic_excerpt_typography_line_height,slider,style,classic_section_design_content,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""_skin"":""classic"",""classic_excerpt_typography_typography!"":"""",""classic_show_excerpt"":""yes""}",line-height,Line Height
posts,classic_excerpt_typography_letter_spacing,slider,style,classic_section_design_content,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""_skin"":""classic"",""classic_excerpt_typography_typography!"":"""",""classic_show_excerpt"":""yes""}",letter-spacing,Letter Spacing
posts,classic_excerpt_typography_word_spacing,slider,style,classic_section_design_content,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""_skin"":""classic"",""classic_excerpt_typography_typography!"":"""",""classic_show_excerpt"":""yes""}",word-spacing,Word Spacing
posts,classic_excerpt_spacing,slider,style,classic_section_design_content,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""_skin"":""classic"",""classic_show_excerpt"":""yes""}",margin-bottom,Spacing
posts,classic_read_more_color,color,style,classic_section_design_content,,pro,pro,,,"{""_skin"":""classic"",""classic_show_read_more"":""yes""}",color,Color
posts,classic_read_more_typography_typography,popover_toggle,style,classic_section_design_content,,pro,pro,,,"{""_skin"":""classic"",""classic_show_read_more"":""yes""}",,Typography
posts,classic_read_more_typography_font_family,font,style,classic_section_design_content,,pro,pro,,,"{""_skin"":""classic"",""classic_read_more_typography_typography!"":"""",""classic_show_read_more"":""yes""}",font-family,Family
posts,classic_read_more_typography_font_size,slider,style,classic_section_design_content,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""_skin"":""classic"",""classic_read_more_typography_typography!"":"""",""classic_show_read_more"":""yes""}",font-size,Size
posts,classic_read_more_typography_font_weight,select,style,classic_section_design_content,,pro,pro,,"[100,200,300,400,500,600,700,800,900,"""",""normal"",""bold""]","{""_skin"":""classic"",""classic_read_more_typography_typography!"":"""",""classic_show_read_more"":""yes""}",font-weight,Weight
posts,classic_read_more_typography_text_transform,select,style,classic_section_design_content,,pro,pro,,"["""",""uppercase"",""lowercase"",""capitalize"",""none""]","{""_skin"":""classic"",""classic_read_more_typography_typography!"":"""",""classic_show_read_more"":""yes""}",text-transform,Transform
posts,classic_read_more_typography_font_style,select,style,classic_section_design_content,,pro,pro,,"["""",""normal"",""italic"",""oblique""]","{""_skin"":""classic"",""classic_read_more_typography_typography!"":"""",""classic_show_read_more"":""yes""}",font-style,Style
posts,classic_read_more_typography_text_decoration,select,style,classic_section_design_content,,pro,pro,,"["""",""underline"",""overline"",""line-through"",""none""]","{""_skin"":""classic"",""classic_read_more_typography_typography!"":"""",""classic_show_read_more"":""yes""}",text-decoration,Decoration
posts,classic_read_more_typography_line_height,slider,style,classic_section_design_content,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""_skin"":""classic"",""classic_read_more_typography_typography!"":"""",""classic_show_read_more"":""yes""}",line-height,Line Height
posts,classic_read_more_typography_letter_spacing,slider,style,classic_section_design_content,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""_skin"":""classic"",""classic_read_more_typography_typography!"":"""",""classic_show_read_more"":""yes""}",letter-spacing,Letter Spacing
posts,classic_read_more_typography_word_spacing,slider,style,classic_section_design_content,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""_skin"":""classic"",""classic_read_more_typography_typography!"":"""",""classic_show_read_more"":""yes""}",word-spacing,Word Spacing
