element,owner,control,property,declared,computed,status
da39c8c,facebook-embed,_background_hover_attachment,background-attachment,scroll,scroll,verified
da39c8c,facebook-embed,_background_hover_size,background-size,411px,548px,OVERRIDDEN
da39c8c,facebook-embed,_background_hover_bg_width,background-size,411px,548px,OVERRIDDEN
da39c8c,facebook-embed,_background_hover_color,background-color,"rgb(71, 226, 140)","rgb(98, 155, 123)",OVERRIDDEN
da39c8c,facebook-embed,_background_hover_position,background-position,center center,50% 50%,not-comparable
da39c8c,facebook-embed,_background_hover_repeat,background-repeat,no-repeat,no-repeat,verified
da39c8c,facebook-embed,_border_hover_border,border-style,none,none,verified
da39c8c,facebook-embed,_border_radius_hover,border-radius,70px 71px 72px 73px,33px 34px 35px 36px,not-comparable
da39c8c,facebook-embed,_box_shadow_hover_box_shadow,box-shadow,"rgb(61, 83, 233) 3px 5px 7px 2px","rgb(214, 99, 189) 3px 5px 7px 2px",not-comparable
da39c8c,facebook-embed,_transform_flipX_effect_hover,--e-transform-flipX,-1,-1,not-comparable
da39c8c,facebook-embed,_transform_flipY_effect_hover,--e-transform-flipY,-1,-1,not-comparable
da39c8c,facebook-embed,_transform_rotate_3d_hover,--e-transform-rotateX,94deg,348deg,not-comparable
da39c8c,facebook-embed,_transform_rotate_3d_hover,--e-transform-perspective,976px,868px,OVERRIDDEN
da39c8c,facebook-embed,_transform_perspective_effect_hover,--e-transform-perspective,976px,868px,OVERRIDDEN
da39c8c,facebook-embed,_transform_rotateX_effect_hover,--e-transform-rotateX,94deg,348deg,not-comparable
da39c8c,facebook-embed,_transform_rotateY_effect_hover,--e-transform-rotateY,842deg,933deg,not-comparable
da39c8c,facebook-embed,_transform_rotateZ_effect_hover,--e-transform-rotateZ,322deg,422deg,not-comparable
da39c8c,facebook-embed,_transform_scaleX_effect_hover,--e-transform-scaleX,108,437,not-comparable
da39c8c,facebook-embed,_transform_scaleY_effect_hover,--e-transform-scaleY,333,206,not-comparable
da39c8c,facebook-embed,_transform_skewX_effect_hover,--e-transform-skewX,782deg,542deg,not-comparable
da39c8c,facebook-embed,_transform_skewY_effect_hover,--e-transform-skewY,77deg,883deg,not-comparable
da39c8c,facebook-embed,_transform_translateX_effect_hover,--e-transform-translateX,157px,832px,OVERRIDDEN
da39c8c,facebook-embed,_transform_translateY_effect_hover,--e-transform-translateY,146px,923px,OVERRIDDEN
ff2737c,facebook-embed,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
ff2737c,facebook-embed,_background_hover_gradient_angle,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
ff2737c,facebook-embed,_background_hover_gradient_angle,background-image,"linear-gradient(227deg, rgb(71, 226, 140) 699%, rgb(195, 99, 88) 32%)","linear-gradient(227deg, rgb(71, 226, 140) 699%, rgb(195, 99, 88) 32%)",not-comparable
ff2737c,facebook-embed,_border_hover_border,border-style,solid,solid,verified
ff2737c,facebook-embed,_border_hover_color,border-color,"rgb(64, 168, 50)","rgb(64, 168, 50)",verified
ff2737c,facebook-embed,_border_hover_width,border-width,43px 44px 45px 46px,43px 44px 45px 46px,not-comparable
ff2737c,facebook-embed,_transform_scale_effect_hover,--e-transform-scale,856,856,not-comparable
9878894,facebook-embed,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
9878894,facebook-embed,_background_hover_gradient_position,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
9878894,facebook-embed,_background_hover_gradient_position,background-image,"radial-gradient(rgb(71, 226, 140) 699%, rgb(195, 99, 88) 32%)","radial-gradient(rgb(98, 155, 123) 146%, rgb(139, 141, 130) 569%)",not-comparable
341e210,facebook-embed,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",not-comparable
341e210,facebook-embed,_background_hover_size,background-size,auto,auto,verified
341e210,facebook-embed,_background_hover_position,background-position,618px 801px,618px 801px,not-comparable
341e210,facebook-embed,_background_hover_ypos,background-position,618px 801px,618px 801px,not-comparable
341e210,facebook-embed,_background_hover_xpos,background-position,618px 801px,618px 801px,not-comparable
9659202,facebook-embed,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover","rgba(0, 0, 0, 0) url(""https://example.com/eh-sweep-probe.png"") repeat scroll 50% 50% / cover padding-box border-box",not-comparable
567bfee,facebook-page,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
567bfee,facebook-page,_background_hover_attachment,background-attachment,scroll,,no-target-node
567bfee,facebook-page,_background_hover_size,background-size,695px,,no-target-node
567bfee,facebook-page,_background_hover_bg_width,background-size,695px,,no-target-node
567bfee,facebook-page,_background_hover_color,background-color,"rgb(215, 114, 232)",,no-target-node
567bfee,facebook-page,_background_hover_position,background-position,center center,,no-target-node
567bfee,facebook-page,_background_hover_repeat,background-repeat,no-repeat,,no-target-node
567bfee,facebook-page,_border_hover_border,border-style,none,,no-target-node
567bfee,facebook-page,_border_radius_hover,border-radius,16px 17px 18px 19px,,no-target-node
567bfee,facebook-page,_box_shadow_hover_box_shadow,box-shadow,"rgb(62, 119, 77) 3px 5px 7px 2px",,no-target-node
567bfee,facebook-page,_transform_flipX_effect_hover,--e-transform-flipX,-1,,no-target-node
567bfee,facebook-page,_transform_flipY_effect_hover,--e-transform-flipY,-1,,no-target-node
567bfee,facebook-page,_transform_rotate_3d_hover,--e-transform-rotateX,570deg,,no-target-node
567bfee,facebook-page,_transform_rotate_3d_hover,--e-transform-perspective,672px,,no-target-node
567bfee,facebook-page,_transform_perspective_effect_hover,--e-transform-perspective,672px,,no-target-node
567bfee,facebook-page,_transform_rotateX_effect_hover,--e-transform-rotateX,570deg,,no-target-node
567bfee,facebook-page,_transform_rotateY_effect_hover,--e-transform-rotateY,175deg,,no-target-node
567bfee,facebook-page,_transform_rotateZ_effect_hover,--e-transform-rotateZ,524deg,,no-target-node
567bfee,facebook-page,_transform_scaleX_effect_hover,--e-transform-scaleX,341,,no-target-node
567bfee,facebook-page,_transform_scaleY_effect_hover,--e-transform-scaleY,652,,no-target-node
567bfee,facebook-page,_transform_skewX_effect_hover,--e-transform-skewX,650deg,,no-target-node
567bfee,facebook-page,_transform_skewY_effect_hover,--e-transform-skewY,252deg,,no-target-node
567bfee,facebook-page,_transform_translateX_effect_hover,--e-transform-translateX,675px,,no-target-node
567bfee,facebook-page,_transform_translateY_effect_hover,--e-transform-translateY,50px,,no-target-node
f73d337,facebook-page,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
f73d337,facebook-page,_background_hover_gradient_angle,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
f73d337,facebook-page,_background_hover_gradient_angle,background-image,"linear-gradient(95deg, rgb(215, 114, 232) 274%, rgb(92, 63, 95) 131%)","linear-gradient(534deg, rgb(234, 59, 120) 625%, rgb(94, 90, 166) 927%)",not-comparable
f73d337,facebook-page,_border_hover_border,border-style,solid,solid,verified
f73d337,facebook-page,_border_hover_color,border-color,"rgb(54, 149, 111)","rgb(94, 102, 137)",OVERRIDDEN
f73d337,facebook-page,_border_hover_width,border-width,52px 53px 54px 55px,41px 42px 43px 44px,not-comparable
f73d337,facebook-page,_transform_scale_effect_hover,--e-transform-scale,618,525,not-comparable
a05df68,facebook-page,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
a05df68,facebook-page,_background_hover_gradient_position,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
a05df68,facebook-page,_background_hover_gradient_position,background-image,"radial-gradient(rgb(215, 114, 232) 274%, rgb(92, 63, 95) 131%)","radial-gradient(rgb(215, 114, 232) 274%, rgb(92, 63, 95) 131%)",not-comparable
67868ab,facebook-page,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",not-comparable
67868ab,facebook-page,_background_hover_size,background-size,auto,auto,verified
67868ab,facebook-page,_background_hover_position,background-position,153px 222px,153px 222px,not-comparable
67868ab,facebook-page,_background_hover_ypos,background-position,153px 222px,153px 222px,not-comparable
67868ab,facebook-page,_background_hover_xpos,background-position,153px 222px,153px 222px,not-comparable
ff1e8d2,facebook-page,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover","rgba(0, 0, 0, 0) url(""https://example.com/eh-sweep-probe.png"") repeat scroll 50% 50% / cover padding-box border-box",not-comparable
ca08f21,template,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
ca08f21,template,_background_hover_attachment,background-attachment,scroll,,no-target-node
ca08f21,template,_background_hover_size,background-size,118px,,no-target-node
ca08f21,template,_background_hover_bg_width,background-size,118px,,no-target-node
ca08f21,template,_background_hover_color,background-color,"rgb(56, 122, 237)",,no-target-node
ca08f21,template,_background_hover_position,background-position,center center,,no-target-node
ca08f21,template,_background_hover_repeat,background-repeat,no-repeat,,no-target-node
ca08f21,template,_border_hover_border,border-style,none,,no-target-node
ca08f21,template,_border_radius_hover,border-radius,14px 15px 16px 17px,,no-target-node
ca08f21,template,_box_shadow_hover_box_shadow,box-shadow,"rgb(85, 51, 198) 3px 5px 7px 2px",,no-target-node
ca08f21,template,_transform_flipX_effect_hover,--e-transform-flipX,-1,,no-target-node
ca08f21,template,_transform_flipY_effect_hover,--e-transform-flipY,-1,,no-target-node
ca08f21,template,_transform_rotate_3d_hover,--e-transform-rotateX,588deg,,no-target-node
ca08f21,template,_transform_rotate_3d_hover,--e-transform-perspective,521px,,no-target-node
ca08f21,template,_transform_perspective_effect_hover,--e-transform-perspective,521px,,no-target-node
ca08f21,template,_transform_rotateX_effect_hover,--e-transform-rotateX,588deg,,no-target-node
ca08f21,template,_transform_rotateY_effect_hover,--e-transform-rotateY,841deg,,no-target-node
ca08f21,template,_transform_rotateZ_effect_hover,--e-transform-rotateZ,58deg,,no-target-node
ca08f21,template,_transform_scaleX_effect_hover,--e-transform-scaleX,829,,no-target-node
ca08f21,template,_transform_scaleY_effect_hover,--e-transform-scaleY,309,,no-target-node
ca08f21,template,_transform_skewX_effect_hover,--e-transform-skewX,851deg,,no-target-node
ca08f21,template,_transform_skewY_effect_hover,--e-transform-skewY,307deg,,no-target-node
ca08f21,template,_transform_translateX_effect_hover,--e-transform-translateX,532px,,no-target-node
ca08f21,template,_transform_translateY_effect_hover,--e-transform-translateY,103px,,no-target-node
93ba0e8,template,_background_hover_color,background-color,transparent,,no-target-node
93ba0e8,template,_background_hover_gradient_angle,background-color,transparent,,no-target-node
93ba0e8,template,_background_hover_gradient_angle,background-image,"linear-gradient(669deg, rgb(56, 122, 237) 882%, rgb(201, 89, 107) 935%)",,no-target-node
93ba0e8,template,_border_hover_border,border-style,solid,,no-target-node
93ba0e8,template,_border_hover_color,border-color,"rgb(49, 214, 228)",,no-target-node
93ba0e8,template,_border_hover_width,border-width,39px 40px 41px 42px,,no-target-node
93ba0e8,template,_transform_scale_effect_hover,--e-transform-scale,774,,no-target-node
2677112,template,_background_hover_color,background-color,transparent,,no-target-node
2677112,template,_background_hover_gradient_position,background-color,transparent,,no-target-node
2677112,template,_background_hover_gradient_position,background-image,"radial-gradient(rgb(56, 122, 237) 882%, rgb(201, 89, 107) 935%)",,no-target-node
dd39784,template,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
dd39784,template,_background_hover_size,background-size,auto,,no-target-node
dd39784,template,_background_hover_position,background-position,792px 79px,,no-target-node
dd39784,template,_background_hover_ypos,background-position,792px 79px,,no-target-node
dd39784,template,_background_hover_xpos,background-position,792px 79px,,no-target-node
edd5e67,template,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover",,no-target-node
873d04f,lottie,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",not-comparable
873d04f,lottie,_background_hover_attachment,background-attachment,scroll,scroll,verified
873d04f,lottie,_background_hover_size,background-size,310px,128px,OVERRIDDEN
873d04f,lottie,_background_hover_bg_width,background-size,310px,128px,OVERRIDDEN
873d04f,lottie,_background_hover_color,background-color,"rgb(75, 141, 56)","rgb(85, 220, 150)",OVERRIDDEN
873d04f,lottie,_background_hover_position,background-position,center center,50% 50%,not-comparable
873d04f,lottie,_background_hover_repeat,background-repeat,no-repeat,no-repeat,verified
873d04f,lottie,_border_hover_border,border-style,none,none,verified
873d04f,lottie,_border_radius_hover,border-radius,39px 40px 41px 42px,43px 44px 45px 46px,not-comparable
873d04f,lottie,_box_shadow_hover_box_shadow,box-shadow,"rgb(137, 49, 58) 3px 5px 7px 2px","rgb(93, 83, 170) 3px 5px 7px 2px",not-comparable
873d04f,lottie,_transform_flipX_effect_hover,--e-transform-flipX,-1,-1,not-comparable
873d04f,lottie,_transform_flipY_effect_hover,--e-transform-flipY,-1,-1,not-comparable
873d04f,lottie,_transform_rotate_3d_hover,--e-transform-rotateX,431deg,537deg,not-comparable
873d04f,lottie,_transform_rotate_3d_hover,--e-transform-perspective,139px,691px,OVERRIDDEN
873d04f,lottie,_transform_perspective_effect_hover,--e-transform-perspective,139px,691px,OVERRIDDEN
873d04f,lottie,_transform_rotateX_effect_hover,--e-transform-rotateX,431deg,537deg,not-comparable
873d04f,lottie,_transform_rotateY_effect_hover,--e-transform-rotateY,979deg,494deg,not-comparable
873d04f,lottie,_transform_rotateZ_effect_hover,--e-transform-rotateZ,95deg,98deg,not-comparable
873d04f,lottie,_transform_scaleX_effect_hover,--e-transform-scaleX,75,168,not-comparable
873d04f,lottie,_transform_scaleY_effect_hover,--e-transform-scaleY,552,473,not-comparable
873d04f,lottie,_transform_skewX_effect_hover,--e-transform-skewX,961deg,867deg,not-comparable
873d04f,lottie,_transform_skewY_effect_hover,--e-transform-skewY,772deg,279deg,not-comparable
873d04f,lottie,_transform_translateX_effect_hover,--e-transform-translateX,680px,86px,OVERRIDDEN
873d04f,lottie,_transform_translateY_effect_hover,--e-transform-translateY,310px,664px,OVERRIDDEN
